Regione_ID;Regione;Anno;Categoria_Lavoro;Stipendio_Mensile_Netto;Stipendio_Mensile_Lordo;Stipendio_Annuale_Netto;Stipendio_Annuale_Lordo
1;Abruzzo;2021;Manifattura;1460.86;2045.2;18991.18;26587.66
1;Abruzzo;2021;Chimica;2558.4;3581.76;33259.23;46562.92
1;Abruzzo;2021;Energia;2537.64;3552.7;32989.33;46185.06
1;Abruzzo;2021;Media;1642.66;2299.72;21354.58;29896.42
1;Abruzzo;2021;Telecomunicazioni;1703.15;2384.4;22140.9;30997.26
1;Abruzzo;2021;Ricerca;1968.96;2756.55;25596.49;35835.09
1;Abruzzo;2022;Agricoltura;1178.57;1650.0;15321.4;21449.96
1;Abruzzo;2022;Industria;1621.92;2270.69;21084.94;29518.92
1;Abruzzo;2022;Servizi;1573.27;2202.58;20452.49;28633.48
1;Abruzzo;2022;Commercio;1518.63;2126.08;19742.18;27639.05
1;Abruzzo;2022;Turismo;1320.91;1849.27;17171.79;24040.5
1;Abruzzo;2022;Sanità;1834.01;2567.61;23842.11;33378.96
1;Abruzzo;2022;Educazione;1308.43;1831.8;17009.6;23813.45
1;Abruzzo;2022;Pubblica Amministrazione;1481.58;2074.21;19260.56;26964.78
1;Abruzzo;2022;Costruzioni;1497.67;2096.74;19469.77;27257.68
1;Abruzzo;2022;Tecnologia;2123.44;2972.81;27604.71;38646.59
1;Abruzzo;2022;Finanza;2405.72;3368.01;31274.34;43784.07
1;Abruzzo;2022;Ingegneria;2222.89;3112.04;28897.52;40456.52
1;Abruzzo;2022;Marketing;2113.76;2959.27;27478.94;38470.52
1;Abruzzo;2022;Logistica;1742.49;2439.49;22652.37;31713.32
1;Abruzzo;2022;Manifattura;1597.13;2235.98;20762.65;29067.71
1;Abruzzo;2022;Chimica;1918.53;2685.95;24940.93;34917.3
1;Abruzzo;2022;Energia;2170.03;3038.05;28210.42;39494.59
1;Abruzzo;2022;Media;1697.72;2376.81;22070.39;30898.55
1;Abruzzo;2022;Telecomunicazioni;1860.34;2604.47;24184.38;33858.13
1;Abruzzo;2022;Ricerca;2014.18;2819.85;26184.28;36657.99
1;Abruzzo;2023;Agricoltura;1413.19;1978.47;18371.52;25720.13
1;Abruzzo;2023;Industria;1332.55;1865.58;17323.2;24252.48
1;Abruzzo;2023;Servizi;1756.42;2458.98;22833.4;31966.76
1;Abruzzo;2023;Commercio;1328.07;1859.3;17264.95;24170.93
1;Abruzzo;2023;Turismo;1321.83;1850.56;17183.79;24057.3
1;Abruzzo;2023;Sanità;1676.82;2347.55;21798.65;30518.11
1;Abruzzo;2023;Educazione;1630.81;2283.13;21200.48;29680.67
1;Abruzzo;2023;Pubblica Amministrazione;1636.41;2290.97;21273.29;29782.6
1;Abruzzo;2023;Costruzioni;1558.2;2181.47;20256.55;28359.16
1;Abruzzo;2023;Tecnologia;2127.81;2978.93;27661.48;38726.07
1;Abruzzo;2023;Finanza;2349.55;3289.36;30544.09;42761.72
1;Abruzzo;2023;Ingegneria;2169.82;3037.75;28207.71;39490.8
1;Abruzzo;2023;Marketing;1852.99;2594.18;24088.82;33724.35
1;Abruzzo;2023;Logistica;1598.11;2237.35;20775.4;29085.56
1;Abruzzo;2023;Manifattura;1603.41;2244.77;20844.29;29182.0
1;Abruzzo;2023;Chimica;1981.14;2773.59;25754.78;36056.69
1;Abruzzo;2023;Energia;2213.59;3099.02;28776.64;40287.3
1;Abruzzo;2023;Media;1725.27;2415.37;22428.46;31399.85
1;Abruzzo;2023;Telecomunicazioni;1890.99;2647.38;24582.82;34415.94
1;Abruzzo;2023;Ricerca;1774.41;2484.18;23067.36;32294.3
2;Basilicata;2017;Agricoltura;1211.03;1695.44;15743.4;22040.76
2;Basilicata;2017;Industria;1448.58;2028.01;18831.53;26364.14
2;Basilicata;2017;Servizi;1332.63;1865.68;17324.13;24253.79
2;Basilicata;2017;Commercio;1287.57;1802.6;16738.45;23433.83
2;Basilicata;2017;Turismo;1402.26;1963.16;18229.37;25521.12
2;Basilicata;2017;Sanità;1831.58;2564.22;23810.58;33334.82
2;Basilicata;2017;Educazione;1635.26;2289.36;21258.37;29761.72
2;Basilicata;2017;Pubblica Amministrazione;1507.37;2110.32;19595.8;27434.11
2;Basilicata;2017;Costruzioni;1239.79;1735.7;16117.25;22564.16
2;Basilicata;2017;Tecnologia;2255.33;3157.46;29319.27;41046.98
2;Basilicata;2017;Finanza;2431.47;3404.06;31609.11;44252.75
2;Basilicata;2017;Ingegneria;2343.05;3280.26;30459.59;42643.43
2;Basilicata;2017;Marketing;1651.11;2311.56;21464.47;30050.25
2;Basilicata;2017;Logistica;1496.5;2095.11;19454.55;27236.37
2;Basilicata;2017;Manifattura;1779.07;2490.7;23127.95;32379.13
2;Basilicata;2017;Chimica;2404.57;3366.4;31259.45;43763.22
2;Basilicata;2017;Energia;2049.25;2868.95;26640.27;37296.37
2;Basilicata;2017;Media;1709.53;2393.34;22223.83;31113.36
2;Basilicata;2017;Telecomunicazioni;2125.87;2976.22;27636.37;38690.92
2;Basilicata;2017;Ricerca;2013.6;2819.04;26176.78;36647.5
2;Basilicata;2018;Agricoltura;1172.73;1641.83;15245.54;21343.76
2;Basilicata;2018;Industria;1556.46;2179.04;20233.99;28327.58
2;Basilicata;2018;Servizi;1409.18;1972.85;18319.34;25647.07
2;Basilicata;2018;Commercio;1548.7;2168.19;20133.16;28186.43
2;Basilicata;2018;Turismo;1390.3;1946.43;18073.95;25303.53
2;Basilicata;2018;Sanità;1896.08;2654.51;24649.04;34508.66
2;Basilicata;2018;Educazione;1852.92;2594.09;24087.94;33723.11
2;Basilicata;2018;Pubblica Amministrazione;1709.76;2393.66;22226.83;31117.56
2;Basilicata;2018;Costruzioni;1672.97;2342.16;21748.6;30448.04
2;Basilicata;2018;Tecnologia;2117.54;2964.55;27528.0;38539.2
2;Basilicata;2018;Finanza;2204.5;3086.3;28658.46;40121.84
2;Basilicata;2018;Ingegneria;2416.05;3382.47;31408.62;43972.06
2;Basilicata;2018;Marketing;1658.11;2321.35;21555.42;30177.59
2;Basilicata;2018;Logistica;1415.15;1981.2;18396.9;25755.65
2;Basilicata;2018;Manifattura;1249.58;1749.42;16244.59;22742.42
2;Basilicata;2018;Chimica;2246.63;3145.29;29206.23;40888.72
2;Basilicata;2018;Energia;2136.85;2991.59;27779.08;38890.71
2;Basilicata;2018;Media;2043.81;2861.33;26569.53;37197.34
2;Basilicata;2018;Telecomunicazioni;1805.56;2527.79;23472.32;32861.25
2;Basilicata;2018;Ricerca;2289.15;3204.81;29758.9;41662.47
2;Basilicata;2019;Agricoltura;1188.8;1664.32;15454.41;21636.18
2;Basilicata;2019;Industria;1479.78;2071.69;19237.09;26931.93
2;Basilicata;2019;Servizi;1128.13;1579.38;14665.67;20531.94
2;Basilicata;2019;Commercio;1179.78;1651.7;15337.2;21472.08
2;Basilicata;2019;Turismo;1172.29;1641.21;15239.77;21335.67
2;Basilicata;2019;Sanità;1547.69;2166.76;20119.92;28167.88
2;Basilicata;2019;Educazione;1800.49;2520.69;23406.42;32768.99
2;Basilicata;2019;Pubblica Amministrazione;1912.06;2676.88;24856.72;34799.4
2;Basilicata;2019;Costruzioni;1674.4;2344.16;21767.23;30474.12
2;Basilicata;2019;Tecnologia;2002.5;2803.49;26032.44;36445.41
2;Basilicata;2019;Finanza;2229.45;3121.24;28982.9;40576.06
2;Basilicata;2019;Ingegneria;2272.46;3181.44;29541.97;41358.75
2;Basilicata;2019;Marketing;1725.99;2416.39;22437.89;31413.05
2;Basilicata;2019;Logistica;1622.43;2271.4;21091.54;29528.15
2;Basilicata;2019;Manifattura;1346.45;1885.03;17503.85;24505.39
2;Basilicata;2019;Chimica;1768.31;2475.63;22988.0;32183.2
2;Basilicata;2019;Energia;2248.0;3147.2;29224.03;40913.64
2;Basilicata;2019;Media;1618.32;2265.65;21038.18;29453.46
2;Basilicata;2019;Telecomunicazioni;1713.37;2398.71;22273.78;31183.29
2;Basilicata;2019;Ricerca;2144.09;3001.72;27873.14;39022.4
2;Basilicata;2020;Agricoltura;1192.99;1670.19;15508.9;21712.45
2;Basilicata;2020;Industria;1491.26;2087.77;19386.44;27141.02
2;Basilicata;2020;Servizi;1476.38;2066.93;19192.9;26870.06
2;Basilicata;2020;Commercio;1217.02;1703.83;15821.29;22149.81
2;Basilicata;2020;Turismo;1124.71;1574.59;14621.2;20469.68
2;Basilicata;2020;Sanità;2038.85;2854.38;26504.99;37106.99
2;Basilicata;2020;Educazione;1528.11;2139.36;19865.49;27811.68
2;Basilicata;2020;Pubblica Amministrazione;1793.27;2510.58;23312.49;32637.48
2;Basilicata;2020;Costruzioni;1720.94;2409.32;22372.28;31321.19
2;Basilicata;2020;Tecnologia;2299.48;3219.27;29893.25;41850.56
2;Basilicata;2020;Finanza;2450.0;3430.0;31850.03;44590.05
2;Basilicata;2020;Ingegneria;2189.21;3064.9;28459.77;39843.68
2;Basilicata;2020;Marketing;1692.27;2369.17;21999.47;30799.25
2;Basilicata;2020;Logistica;1711.56;2396.19;22250.33;31150.46
2;Basilicata;2020;Manifattura;1674.06;2343.68;21762.75;30467.85
2;Basilicata;2020;Chimica;2033.12;2846.37;26430.56;37002.79
2;Basilicata;2020;Energia;2075.73;2906.03;26984.54;37778.35
2;Basilicata;2020;Media;1892.45;2649.43;24601.88;34442.63
2;Basilicata;2020;Telecomunicazioni;1715.69;2401.97;22303.99;31225.58
2;Basilicata;2020;Ricerca;2027.31;2838.23;26354.98;36896.97
2;Basilicata;2021;Agricoltura;1204.67;1686.54;15660.76;21925.07
2;Basilicata;2021;Industria;1667.31;2334.23;21675.01;30345.02
2;Basilicata;2021;Servizi;1609.63;2253.48;20925.21;29295.3
2;Basilicata;2021;Commercio;1318.51;1845.92;17140.66;23996.92
2;Basilicata;2021;Turismo;1125.01;1575.01;14625.11;20475.15
2;Basilicata;2021;Sanità;1572.26;2201.17;20439.43;28615.21
2;Basilicata;2021;Educazione;1700.08;2380.11;22101.04;30941.46
2;Basilicata;2021;Pubblica Amministrazione;1717.15;2404.02;22323.0;31252.2
2;Basilicata;2021;Costruzioni;1687.89;2363.04;21942.55;30719.57
2;Basilicata;2021;Tecnologia;2062.63;2887.68;26814.13;37539.78
2;Basilicata;2021;Finanza;1950.2;2730.28;25352.62;35493.67
2;Basilicata;2021;Ingegneria;2351.93;3292.7;30575.08;42805.11
2;Basilicata;2021;Marketing;1601.14;2241.59;20814.8;29140.72
2;Basilicata;2021;Logistica;1313.06;1838.28;17069.79;23897.7
2;Basilicata;2021;Manifattura;1628.95;2280.53;21176.33;29646.86
2;Basilicata;2021;Chimica;1986.99;2781.79;25830.89;36163.25
2;Basilicata;2021;Energia;1948.56;2727.99;25331.31;35463.84
2;Basilicata;2021;Media;1717.17;2404.04;22323.23;31252.52
2;Basilicata;2021;Telecomunicazioni;2027.86;2839.0;26362.18;36907.05
2;Basilicata;2021;Ricerca;1962.27;2747.18;25509.56;35713.39
2;Basilicata;2022;Agricoltura;1253.32;1754.65;16293.15;22810.41
2;Basilicata;2022;Industria;1479.12;2070.76;19228.53;26919.94
2;Basilicata;2022;Servizi;1646.77;2305.48;21408.05;29971.27
2;Basilicata;2022;Commercio;1351.1;1891.55;17564.36;24590.11
2;Basilicata;2022;Turismo;1487.03;2081.84;19331.37;27063.91
2;Basilicata;2022;Sanità;1550.12;2170.17;20151.6;28212.24
2;Basilicata;2022;Educazione;1574.01;2203.61;20462.14;28646.99
2;Basilicata;2022;Pubblica Amministrazione;1595.0;2233.01;20735.06;29029.08
2;Basilicata;2022;Costruzioni;1611.77;2256.48;20953.04;29334.26
2;Basilicata;2022;Tecnologia;1978.78;2770.29;25724.17;36013.83
2;Basilicata;2022;Finanza;2388.74;3344.24;31053.68;43475.15
2;Basilicata;2022;Ingegneria;2110.93;2955.31;27442.15;38419.01
2;Basilicata;2022;Marketing;1963.95;2749.53;25531.36;35743.91
2;Basilicata;2022;Logistica;1621.52;2270.12;21079.73;29511.62
2;Basilicata;2022;Manifattura;1592.31;2229.24;20700.06;28980.08
2;Basilicata;2022;Chimica;2140.65;2996.91;27828.47;38959.86
2;Basilicata;2022;Energia;2228.55;3119.97;28971.17;40559.64
2;Basilicata;2022;Media;1888.7;2644.18;24553.13;34374.38
2;Basilicata;2022;Telecomunicazioni;1126.42;1576.99;14643.52;20500.93
2;Basilicata;2022;Ricerca;2077.79;2908.9;27011.21;37815.69
2;Basilicata;2023;Agricoltura;1337.78;1872.89;17391.13;24347.58
2;Basilicata;2023;Industria;1794.24;2511.94;23325.12;32655.16
2;Basilicata;2023;Servizi;1564.21;2189.9;20334.79;28468.71
2;Basilicata;2023;Commercio;1388.43;1943.81;18049.65;25269.52
2;Basilicata;2023;Turismo;973.1;1362.34;12650.26;17710.36
2;Basilicata;2023;Sanità;1727.45;2418.43;22456.87;31439.61
2;Basilicata;2023;Educazione;1424.48;1994.27;18518.22;25925.5
2;Basilicata;2023;Pubblica Amministrazione;1611.41;2255.97;20948.33;29327.66
2;Basilicata;2023;Costruzioni;1457.23;2040.12;18943.94;26521.51
2;Basilicata;2023;Tecnologia;2260.7;3164.98;29389.1;41144.73
2;Basilicata;2023;Finanza;2340.99;3277.39;30432.92;42606.08
2;Basilicata;2023;Ingegneria;2062.34;2887.28;26810.46;37534.64
2;Basilicata;2023;Marketing;1812.36;2537.3;23560.63;32984.88
2;Basilicata;2023;Logistica;1685.64;2359.89;21913.31;30678.63
2;Basilicata;2023;Manifattura;1295.27;1813.38;16838.5;23573.9
2;Basilicata;2023;Chimica;2226.69;3117.37;28946.97;40525.76
2;Basilicata;2023;Energia;2083.09;2916.32;27080.11;37912.15
2;Basilicata;2023;Media;1770.87;2479.22;23021.37;32229.92
2;Basilicata;2023;Telecomunicazioni;1792.42;2509.39;23301.47;32622.06
2;Basilicata;2023;Ricerca;1715.24;2401.33;22298.1;31217.34
3;Calabria;2017;Agricoltura;1188.84;1664.37;15454.87;21636.82
3;Calabria;2017;Industria;1596.54;2235.15;20754.98;29056.97
3;Calabria;2017;Servizi;1734.4;2428.16;22547.18;31566.05
3;Calabria;2017;Commercio;1244.6;1742.44;16179.76;22651.66
3;Calabria;2017;Turismo;1158.98;1622.57;15066.76;21093.46
3;Calabria;2017;Sanità;2090.16;2926.23;27172.1;38040.94
3;Calabria;2017;Educazione;1794.73;2512.62;23331.49;32664.08
3;Calabria;2017;Pubblica Amministrazione;1359.38;1903.13;17671.96;24740.75
3;Calabria;2017;Costruzioni;1738.84;2434.37;22604.9;31646.86
3;Calabria;2017;Tecnologia;2116.19;2962.67;27510.5;38514.7
3;Calabria;2017;Finanza;2193.05;3070.28;28509.7;39913.58
3;Calabria;2017;Ingegneria;2429.65;3401.52;31585.51;44219.71
3;Calabria;2017;Marketing;2182.58;3055.61;28373.52;39722.93
3;Calabria;2017;Logistica;1705.52;2387.73;22171.76;31040.46
3;Calabria;2017;Manifattura;1632.82;2285.94;21226.63;29717.28
3;Calabria;2017;Chimica;2086.12;2920.56;27119.52;37967.32
3;Calabria;2017;Energia;1895.7;2653.98;24644.06;34501.68
3;Calabria;2017;Media;1730.19;2422.27;22492.5;31489.5
3;Calabria;2017;Telecomunicazioni;1977.75;2768.86;25710.81;35995.14
3;Calabria;2017;Ricerca;2123.31;2972.64;27603.05;38644.27
3;Calabria;2018;Agricoltura;1162.21;1627.09;15108.67;21152.13
3;Calabria;2018;Industria;2023.65;2833.11;26307.44;36830.41
3;Calabria;2018;Servizi;1678.04;2349.26;21814.52;30540.32
3;Calabria;2018;Commercio;1420.75;1989.05;18469.73;25857.62
3;Calabria;2018;Turismo;1163.93;1629.5;15131.06;21183.48
3;Calabria;2018;Sanità;2205.76;3088.07;28674.92;40144.89
3;Calabria;2018;Educazione;1606.93;2249.71;20890.14;29246.2
3;Calabria;2018;Pubblica Amministrazione;1483.44;2076.81;19284.68;26998.55
3;Calabria;2018;Costruzioni;1736.21;2430.69;22570.68;31598.95
3;Calabria;2018;Tecnologia;2005.89;2808.25;26076.61;36507.25
3;Calabria;2018;Finanza;1699.52;2379.33;22093.8;30931.32
3;Calabria;2018;Ingegneria;2022.6;2831.64;26293.81;36811.33
3;Calabria;2018;Marketing;1847.4;2586.36;24016.22;33622.71
3;Calabria;2018;Logistica;1537.56;2152.58;19988.26;27983.56
3;Calabria;2018;Manifattura;1785.57;2499.8;23212.45;32497.43
3;Calabria;2018;Chimica;1998.53;2797.94;25980.89;36373.24
3;Calabria;2018;Energia;2198.72;3078.21;28583.41;40016.78
3;Calabria;2018;Media;1759.09;2462.73;22868.19;32015.47
3;Calabria;2018;Telecomunicazioni;1986.44;2781.01;25823.7;36153.18
3;Calabria;2018;Ricerca;2084.89;2918.84;27103.55;37944.97
3;Calabria;2019;Agricoltura;1303.02;1824.22;16939.2;23714.87
3;Calabria;2019;Industria;1675.64;2345.9;21783.33;30496.66
3;Calabria;2019;Servizi;1471.46;2060.05;19129.0;26780.59
3;Calabria;2019;Commercio;1309.45;1833.23;17022.86;23832.0
3;Calabria;2019;Turismo;1484.68;2078.56;19300.89;27021.25
3;Calabria;2019;Sanità;1765.94;2472.31;22957.2;32140.09
3;Calabria;2019;Educazione;1599.17;2238.84;20789.19;29104.86
3;Calabria;2019;Pubblica Amministrazione;1673.71;2343.19;21758.23;30461.52
3;Calabria;2019;Costruzioni;1659.14;2322.79;21568.76;30196.26
3;Calabria;2019;Tecnologia;1821.3;2549.82;23676.95;33147.72
3;Calabria;2019;Finanza;1772.94;2482.12;23048.28;32267.59
3;Calabria;2019;Ingegneria;1958.42;2741.79;25459.48;35643.28
3;Calabria;2019;Marketing;2029.99;2841.98;26389.86;36945.8
3;Calabria;2019;Logistica;1532.88;2146.03;19927.38;27898.33
3;Calabria;2019;Manifattura;1173.07;1642.3;15249.93;21349.9
3;Calabria;2019;Chimica;1890.33;2646.46;24574.31;34404.03
3;Calabria;2019;Energia;2539.83;3555.76;33017.73;46224.82
3;Calabria;2019;Media;1456.85;2039.59;18939.05;26514.66
3;Calabria;2019;Telecomunicazioni;1716.26;2402.76;22311.33;31235.86
3;Calabria;2019;Ricerca;1958.7;2742.18;25463.15;35648.4
3;Calabria;2020;Agricoltura;983.06;1376.28;12779.73;17891.62
3;Calabria;2020;Industria;1300.46;1820.65;16906.03;23668.44
3;Calabria;2020;Servizi;1338.2;1873.48;17396.6;24355.23
3;Calabria;2020;Commercio;1442.85;2019.98;18756.99;26259.78
3;Calabria;2020;Turismo;1295.13;1813.18;16836.7;23571.38
3;Calabria;2020;Sanità;1755.22;2457.31;22817.84;31944.98
3;Calabria;2020;Educazione;1551.88;2172.64;20174.5;28244.31
3;Calabria;2020;Pubblica Amministrazione;1445.66;2023.93;18793.59;26311.03
3;Calabria;2020;Costruzioni;1638.63;2294.09;21302.24;29823.14
3;Calabria;2020;Tecnologia;2175.29;3045.41;28278.77;39590.27
3;Calabria;2020;Finanza;1818.12;2545.36;23635.52;33089.73
3;Calabria;2020;Ingegneria;2122.03;2970.84;27586.35;38620.9
3;Calabria;2020;Marketing;1746.71;2445.39;22707.18;31790.06
3;Calabria;2020;Logistica;1634.47;2288.26;21248.09;29747.32
3;Calabria;2020;Manifattura;1419.1;1986.74;18448.33;25827.67
3;Calabria;2020;Chimica;1910.41;2674.58;24835.39;34769.55
3;Calabria;2020;Energia;2059.37;2883.12;26771.83;37480.56
3;Calabria;2020;Media;2019.8;2827.72;26257.37;36760.32
3;Calabria;2020;Telecomunicazioni;1804.53;2526.34;23458.91;32842.47
3;Calabria;2020;Ricerca;2053.11;2874.36;26690.49;37366.68
3;Calabria;2021;Agricoltura;1171.05;1639.47;15223.68;21313.16
3;Calabria;2021;Industria;1443.07;2020.3;18759.92;26263.89
3;Calabria;2021;Servizi;1616.26;2262.76;21011.36;29415.91
3;Calabria;2021;Commercio;1327.53;1858.54;17257.84;24160.98
3;Calabria;2021;Turismo;1578.5;2209.9;20520.53;28728.74
3;Calabria;2021;Sanità;1996.75;2795.44;25957.69;36340.76
3;Calabria;2021;Educazione;1726.19;2416.66;22440.43;31416.61
3;Calabria;2021;Pubblica Amministrazione;1770.45;2478.64;23015.91;32222.27
3;Calabria;2021;Costruzioni;1566.29;2192.8;20361.75;28506.45
3;Calabria;2021;Tecnologia;1807.89;2531.04;23502.55;32903.57
3;Calabria;2021;Finanza;2084.03;2917.64;27092.34;37929.27
3;Calabria;2021;Ingegneria;1952.49;2733.49;25382.41;35535.38
3;Calabria;2021;Marketing;1776.6;2487.24;23095.79;32334.11
