Regione_ID;Regione;Anno;Prezzo_mq;Superficie_mq;Affitto_mensile
1;Abruzzo;2017;6.08;98.49;598.61
1;Abruzzo;2017;6.02;152.35;916.67
1;Abruzzo;2017;6.17;148.12;914.15
1;Abruzzo;2017;6.64;53.63;356.1
1;Abruzzo;2017;6.35;166.6;1058.58
1;Abruzzo;2017;6.73;144.47;972.13
1;Abruzzo;2017;5.83;55.71;324.59
1;Abruzzo;2017;6.76;191.26;1293.36
1;Abruzzo;2017;6.22;106.06;659.18
1;Abruzzo;2017;6.9;117.42;810.46
1;Abruzzo;2017;6.67;76.31;508.66
1;Abruzzo;2017;5.36;94.82;508.36
1;Abruzzo;2017;6.34;194.05;1230.06
1;Abruzzo;2017;7.07;93.21;659.44
1;Abruzzo;2017;6.53;73.96;482.96
1;Abruzzo;2017;6.37;120.82;769.23
1;Abruzzo;2017;6.62;182.62;1208.88
1;Abruzzo;2017;7.14;171.16;1222.43
1;Abruzzo;2017;5.45;121.02;659.19
1;Abruzzo;2017;6.94;73.79;511.83
1;Abruzzo;2017;5.31;83.5;443.57
1;Abruzzo;2017;5.8;132.59;769.45
1;Abruzzo;2017;7.05;113.69;801.74
1;Abruzzo;2017;6.82;120.34;820.31
1;Abruzzo;2017;7.4;81.05;600.08
1;Abruzzo;2017;6.03;131.23;790.86
1;Abruzzo;2017;5.18;125.68;651.64
1;Abruzzo;2017;5.87;56.55;331.81
1;Abruzzo;2017;6.07;125.31;760.01
1;Abruzzo;2017;6.25;143.91;899.65
1;Abruzzo;2017;6.49;102.22;663.25
1;Abruzzo;2017;5.26;93.83;493.31
1;Abruzzo;2017;7.2;96.86;697.59
1;Abruzzo;2017;5.16;110.57;570.22
1;Abruzzo;2017;6.25;190.01;1186.66
1;Abruzzo;2017;6.64;60.74;403.3
1;Abruzzo;2017;5.52;103.97;574.02
1;Abruzzo;2017;6.64;158.58;1053.1
1;Abruzzo;2017;5.67;140.26;794.92
1;Abruzzo;2017;5.37;197.32;1059.75
1;Abruzzo;2017;5.74;175.93;1010.53
1;Abruzzo;2017;5.79;116.34;673.9
1;Abruzzo;2017;5.96;119.25;710.81
1;Abruzzo;2017;6.97;154.98;1080.99
1;Abruzzo;2017;6.35;188.05;1193.44
1;Abruzzo;2017;6.18;102.35;632.95
1;Abruzzo;2017;6.5;197.75;1286.29
1;Abruzzo;2017;5.67;64.26;364.18
1;Abruzzo;2017;5.8;187.38;1087.07
1;Abruzzo;2017;7.07;87.56;618.91
1;Abruzzo;2017;6.92;138.23;957.2
1;Abruzzo;2017;6.45;80.66;520.38
1;Abruzzo;2017;6.18;185.52;1146.97
1;Abruzzo;2017;6.68;59.67;398.84
1;Abruzzo;2017;5.78;109.67;634.19
1;Abruzzo;2017;6.91;101.14;698.51
1;Abruzzo;2017;7.06;117.14;826.57
1;Abruzzo;2017;5.3;74.46;394.3
1;Abruzzo;2017;4.95;184.21;912.7
1;Abruzzo;2017;6.32;105.01;663.88
1;Abruzzo;2017;6.9;185.16;1278.5
1;Abruzzo;2017;5.74;193.1;1108.63
1;Abruzzo;2017;6.95;114.83;798.02
1;Abruzzo;2017;6.67;54.28;362.3
1;Abruzzo;2017;6.79;150.92;1024.39
1;Abruzzo;2017;5.34;195.62;1043.67
1;Abruzzo;2017;5.62;84.34;473.74
1;Abruzzo;2017;6.64;151.56;1006.6
1;Abruzzo;2017;7.11;149.26;1061.55
1;Abruzzo;2017;6.48;173.82;1126.7
1;Abruzzo;2017;7.1;100.38;712.74
1;Abruzzo;2017;6.54;185.2;1210.52
1;Abruzzo;2017;6.22;111.98;696.79
1;Abruzzo;2017;6.85;58.11;397.89
1;Abruzzo;2017;6.77;50.27;340.42
1;Abruzzo;2017;6.89;179.29;1234.82
1;Abruzzo;2017;6.5;81.68;530.87
1;Abruzzo;2017;5.65;150.13;847.79
1;Abruzzo;2017;6.39;170.89;1092.03
1;Abruzzo;2017;4.94;141.64;699.88
1;Abruzzo;2017;5.75;143.76;826.99
1;Abruzzo;2017;5.91;187.91;1109.77
1;Abruzzo;2017;7.31;87.14;636.75
1;Abruzzo;2017;5.89;62.39;367.38
1;Abruzzo;2017;6.06;60.08;364.05
1;Abruzzo;2017;5.25;152.28;798.76
1;Abruzzo;2017;6.85;166.8;1143.37
1;Abruzzo;2017;5.84;198.47;1158.39
1;Abruzzo;2017;6.57;146.27;960.46
1;Abruzzo;2017;6.81;173.17;1179.23
1;Abruzzo;2017;5.82;145.33;845.42
1;Abruzzo;2017;6.73;159.84;1075.6
1;Abruzzo;2017;6.19;78.26;484.7
1;Abruzzo;2017;5.98;111.29;666.06
1;Abruzzo;2017;6.23;80.98;504.78
1;Abruzzo;2017;5.92;95.87;567.15
1;Abruzzo;2017;6.51;61.59;401.18
1;Abruzzo;2017;6.58;195.57;1286.99
1;Abruzzo;2017;5.62;85.84;482.75
1;Abruzzo;2017;7.05;72.24;509.18
1;Abruzzo;2017;4.84;174.46;844.3
1;Abruzzo;2017;5.59;165.23;923.79
1;Abruzzo;2017;7.01;81.84;573.9
1;Abruzzo;2017;6.59;129.56;853.86
1;Abruzzo;2017;5.49;191.43;1051.11
1;Abruzzo;2017;6.52;121.68;793.08
1;Abruzzo;2017;7.0;110.11;770.59
1;Abruzzo;2017;5.87;103.09;605.44
1;Abruzzo;2017;6.61;108.94;720.28
1;Abruzzo;2017;6.57;126.81;833.03
1;Abruzzo;2017;6.94;76.35;529.99
1;Abruzzo;2017;5.64;128.83;726.13
1;Abruzzo;2017;5.63;75.22;423.54
1;Abruzzo;2017;7.22;77.76;561.55
1;Abruzzo;2017;5.01;166.5;833.54
1;Abruzzo;2017;6.18;110.38;682.55
1;Abruzzo;2017;6.61;144.5;954.95
1;Abruzzo;2017;6.41;153.63;985.08
1;Abruzzo;2017;7.02;165.3;1160.25
1;Abruzzo;2017;5.74;68.86;395.48
1;Abruzzo;2017;5.57;108.88;606.51
1;Abruzzo;2017;5.36;162.25;870.3
1;Abruzzo;2017;5.1;146.84;749.28
1;Abruzzo;2017;6.39;163.24;1042.97
1;Abruzzo;2017;7.73;113.1;874.23
1;Abruzzo;2017;6.53;113.21;739.31
1;Abruzzo;2017;6.6;180.89;1193.22
1;Abruzzo;2017;5.96;134.16;799.01
1;Abruzzo;2017;5.77;161.44;931.2
1;Abruzzo;2017;4.58;96.06;440.08
1;Abruzzo;2017;6.5;179.11;1164.34
1;Abruzzo;2017;6.13;79.18;485.51
1;Abruzzo;2017;6.1;118.29;722.17
1;Abruzzo;2017;5.98;141.5;846.54
1;Abruzzo;2017;7.61;73.34;558.45
1;Abruzzo;2017;7.11;158.65;1128.2
1;Abruzzo;2017;7.46;85.18;635.41
1;Abruzzo;2017;6.26;132.41;828.85
1;Abruzzo;2017;6.97;154.13;1074.89
1;Abruzzo;2017;6.71;85.04;570.49
1;Abruzzo;2017;6.67;175.97;1174.05
1;Abruzzo;2017;6.75;144.55;975.12
1;Abruzzo;2017;6.71;164.7;1104.61
1;Abruzzo;2017;6.2;51.23;317.88
1;Abruzzo;2017;6.97;105.81;738.04
1;Abruzzo;2017;6.43;93.71;602.47
1;Abruzzo;2017;5.83;53.71;313.31
1;Abruzzo;2017;5.69;127.85;727.11
1;Abruzzo;2017;5.58;84.37;470.75
1;Abruzzo;2017;6.91;83.9;579.59
1;Abruzzo;2017;5.67;63.38;359.59
1;Abruzzo;2017;5.76;116.15;669.18
1;Abruzzo;2017;5.48;67.53;370.07
1;Abruzzo;2017;6.16;178.12;1097.92
1;Abruzzo;2017;6.6;81.85;539.89
1;Abruzzo;2017;6.91;78.16;539.98
1;Abruzzo;2017;6.99;110.92;774.91
1;Abruzzo;2017;5.72;65.86;376.91
1;Abruzzo;2017;6.37;65.98;420.09
1;Abruzzo;2017;6.84;190.52;1303.57
1;Abruzzo;2017;6.1;112.02;683.23
1;Abruzzo;2017;6.41;52.11;334.15
1;Abruzzo;2017;5.85;58.45;342.02
1;Abruzzo;2017;5.58;54.98;307.08
1;Abruzzo;2017;5.32;126.79;675.01
1;Abruzzo;2017;5.59;66.82;373.36
1;Abruzzo;2017;6.11;184.59;1128.35
1;Abruzzo;2017;6.83;179.3;1224.45
1;Abruzzo;2017;6.86;149.58;1025.61
1;Abruzzo;2017;5.61;118.74;666.49
1;Abruzzo;2017;6.01;144.72;869.61
1;Abruzzo;2017;5.73;132.37;758.78
1;Abruzzo;2017;6.61;54.98;363.29
1;Abruzzo;2017;6.74;81.59;549.57
1;Abruzzo;2017;6.06;124.08;751.99
1;Abruzzo;2017;6.19;139.67;864.45
1;Abruzzo;2017;5.71;77.51;442.92
1;Abruzzo;2017;6.23;137.96;859.24
1;Abruzzo;2017;5.93;159.4;945.44
1;Abruzzo;2017;6.52;161.01;1048.95
1;Abruzzo;2017;6.9;176.35;1217.43
1;Abruzzo;2017;5.91;73.34;433.56
1;Abruzzo;2017;5.89;196.53;1157.24
1;Abruzzo;2017;7.13;150.78;1075.34
1;Abruzzo;2017;5.25;141.1;741.35
1;Abruzzo;2017;5.11;173.42;886.39
1;Abruzzo;2017;5.78;126.08;729.01
1;Abruzzo;2017;6.98;167.36;1168.95
1;Abruzzo;2017;5.54;171.26;948.03
1;Abruzzo;2017;5.74;154.58;887.53
1;Abruzzo;2017;6.23;173.42;1080.59
1;Abruzzo;2017;5.2;113.53;590.75
1;Abruzzo;2017;6.29;151.19;950.63
1;Abruzzo;2017;5.66;194.72;1101.45
1;Abruzzo;2017;6.72;141.32;950.26
1;Abruzzo;2017;6.06;189.94;1150.74
1;Abruzzo;2017;6.56;95.17;623.91
1;Abruzzo;2017;4.94;50.3;248.46
1;Abruzzo;2017;6.18;62.12;384.11
1;Abruzzo;2017;5.39;71.72;386.33
1;Abruzzo;2017;6.06;69.7;422.33
1;Abruzzo;2017;5.89;134.35;790.9
1;Abruzzo;2017;7.05;107.58;758.43
1;Abruzzo;2017;6.77;82.03;554.96
1;Abruzzo;2017;6.89;176.78;1217.57
1;Abruzzo;2018;7.79;50.26;391.53
1;Abruzzo;2018;6.27;171.02;1072.0
1;Abruzzo;2018;6.34;171.35;1087.15
1;Abruzzo;2018;5.55;68.74;381.75
1;Abruzzo;2018;7.1;176.11;1250.8
1;Abruzzo;2018;5.21;141.94;739.55
1;Abruzzo;2018;6.23;175.14;1090.56
1;Abruzzo;2018;6.15;151.59;932.24
1;Abruzzo;2018;6.52;147.57;962.14
1;Abruzzo;2018;7.26;76.64;556.7
1;Abruzzo;2018;6.35;68.67;435.95
1;Abruzzo;2018;7.05;91.22;643.17
1;Abruzzo;2018;6.03;176.33;1063.07
1;Abruzzo;2018;5.25;180.53;948.18
1;Abruzzo;2018;5.85;62.66;366.73
1;Abruzzo;2018;5.24;158.04;828.9
1;Abruzzo;2018;6.59;107.7;709.3
1;Abruzzo;2018;6.06;73.78;446.9
1;Abruzzo;2018;5.15;146.22;753.63
1;Abruzzo;2018;5.96;81.22;483.92
1;Abruzzo;2018;7.35;90.17;663.18
1;Abruzzo;2018;7.06;113.69;802.63
1;Abruzzo;2018;6.68;91.33;610.4
1;Abruzzo;2018;5.75;140.65;808.42
1;Abruzzo;2018;6.08;125.18;760.53
1;Abruzzo;2018;6.37;120.73;768.96
1;Abruzzo;2018;5.65;155.08;876.86
1;Abruzzo;2018;5.77;80.69;465.4
1;Abruzzo;2018;6.83;155.0;1058.57
1;Abruzzo;2018;5.74;199.08;1142.75
1;Abruzzo;2018;7.08;164.27;1163.33
1;Abruzzo;2018;6.67;175.15;1167.93
1;Abruzzo;2018;6.66;61.41;408.98
1;Abruzzo;2018;6.43;162.99;1048.6
1;Abruzzo;2018;6.96;109.23;760.26
1;Abruzzo;2018;6.23;144.62;900.39
1;Abruzzo;2018;6.32;142.72;901.84
1;Abruzzo;2018;5.6;171.75;961.98
1;Abruzzo;2018;6.7;68.57;459.57
1;Abruzzo;2018;6.67;151.49;1009.85
1;Abruzzo;2018;5.75;89.91;517.41
1;Abruzzo;2018;5.72;78.09;446.54
1;Abruzzo;2018;6.75;58.55;395.07
1;Abruzzo;2018;6.61;195.54;1292.27
1;Abruzzo;2018;5.79;81.44;471.85
1;Abruzzo;2018;5.33;121.56;647.53
1;Abruzzo;2018;5.45;81.06;441.99
1;Abruzzo;2018;5.63;121.0;680.76
1;Abruzzo;2018;6.85;97.1;664.82
1;Abruzzo;2018;6.39;132.9;849.34
1;Abruzzo;2018;6.34;130.08;824.47
1;Abruzzo;2018;6.6;144.28;952.27
1;Abruzzo;2018;6.35;186.14;1181.42
1;Abruzzo;2018;6.49;72.37;469.41
1;Abruzzo;2018;6.94;146.18;1013.92
1;Abruzzo;2018;6.1;191.43;1167.85
1;Abruzzo;2018;7.51;181.48;1362.62
1;Abruzzo;2018;6.33;116.69;738.84
1;Abruzzo;2018;6.2;106.82;661.89
1;Abruzzo;2018;6.17;177.9;1096.77
1;Abruzzo;2018;6.05;165.81;1003.65
1;Abruzzo;2018;6.73;171.54;1155.16
1;Abruzzo;2018;6.12;73.63;450.97
1;Abruzzo;2018;6.46;77.41;500.29
1;Abruzzo;2018;5.97;178.72;1066.85
1;Abruzzo;2018;5.84;122.73;717.29
1;Abruzzo;2018;6.19;141.71;877.0
1;Abruzzo;2018;6.23;197.72;1232.64
1;Abruzzo;2018;6.15;116.25;715.46
1;Abruzzo;2018;6.17;91.96;567.65
1;Abruzzo;2018;5.57;52.52;292.41
1;Abruzzo;2018;5.65;139.95;790.51
1;Abruzzo;2018;6.69;59.51;398.02
1;Abruzzo;2018;6.61;126.08;833.83
1;Abruzzo;2018;5.16;157.83;814.24
1;Abruzzo;2018;5.94;194.77;1157.34
1;Abruzzo;2018;5.44;175.38;953.6
1;Abruzzo;2018;5.57;80.5;448.09
1;Abruzzo;2018;6.11;167.91;1026.41
1;Abruzzo;2018;5.22;117.23;611.74
1;Abruzzo;2018;5.97;178.74;1067.46
1;Abruzzo;2018;6.31;78.81;497.64
1;Abruzzo;2018;5.36;191.71;1028.21
1;Abruzzo;2018;5.18;116.07;601.62
1;Abruzzo;2018;7.17;194.14;1392.71
1;Abruzzo;2018;6.98;104.64;730.22
1;Abruzzo;2018;5.67;85.83;486.49
1;Abruzzo;2018;5.47;148.18;810.29
1;Abruzzo;2018;6.08;79.02;480.26
1;Abruzzo;2018;5.84;132.0;770.91
1;Abruzzo;2018;6.14;144.53;887.28
1;Abruzzo;2018;5.72;79.86;456.47
1;Abruzzo;2018;5.68;145.28;825.48
1;Abruzzo;2018;6.38;176.59;1127.13
1;Abruzzo;2018;6.81;117.56;800.23
1;Abruzzo;2018;7.51;180.86;1357.75
1;Abruzzo;2018;6.99;117.35;819.83
1;Abruzzo;2018;5.38;181.75;978.03
1;Abruzzo;2018;7.2;79.13;570.09
1;Abruzzo;2018;5.72;136.78;782.26
1;Abruzzo;2018;5.74;108.6;623.52
1;Abruzzo;2018;6.9;176.19;1215.44
1;Abruzzo;2018;6.8;149.0;1013.31
1;Abruzzo;2018;5.79;155.9;902.47
1;Abruzzo;2018;5.88;51.73;304.24
1;Abruzzo;2018;6.71;168.36;1129.98
1;Abruzzo;2018;6.33;94.18;596.32
1;Abruzzo;2018;5.45;100.54;547.47
1;Abruzzo;2018;6.31;163.98;1035.55
1;Abruzzo;2018;6.36;134.33;853.74
1;Abruzzo;2018;5.2;164.17;853.01
1;Abruzzo;2018;6.9;163.55;1128.86
1;Abruzzo;2018;5.43;120.13;652.64
1;Abruzzo;2018;5.79;82.8;479.63
1;Abruzzo;2018;6.7;174.11;1166.29
1;Abruzzo;2018;6.84;178.93;1223.03
1;Abruzzo;2018;6.74;191.1;1288.31
1;Abruzzo;2018;5.68;103.92;589.77
1;Abruzzo;2018;5.67;133.43;756.59
1;Abruzzo;2018;5.02;54.71;274.48
1;Abruzzo;2018;6.18;157.11;971.42
1;Abruzzo;2018;6.01;88.46;531.22
1;Abruzzo;2018;5.96;94.4;563.04
1;Abruzzo;2018;6.16;199.4;1227.85
1;Abruzzo;2018;5.83;62.37;363.67
1;Abruzzo;2018;6.95;95.05;660.21
1;Abruzzo;2018;7.05;176.04;1240.72
1;Abruzzo;2018;5.99;104.71;626.8
1;Abruzzo;2018;4.76;152.94;727.51
1;Abruzzo;2018;5.92;99.79;591.02
1;Abruzzo;2018;5.79;133.71;773.67
1;Abruzzo;2018;5.36;77.96;417.88
1;Abruzzo;2018;5.68;86.93;493.53
1;Abruzzo;2018;5.87;88.07;517.23
1;Abruzzo;2018;7.11;97.55;693.92
1;Abruzzo;2018;6.22;82.52;512.94
1;Abruzzo;2018;6.76;118.65;801.6
1;Abruzzo;2018;5.66;139.16;787.39
1;Abruzzo;2018;5.43;83.23;451.99
1;Abruzzo;2018;6.5;149.72;973.2
1;Abruzzo;2018;5.82;173.69;1010.67
1;Abruzzo;2018;6.69;165.33;1105.47
1;Abruzzo;2018;5.97;112.88;674.01
1;Abruzzo;2018;6.01;113.05;679.47
1;Abruzzo;2018;7.14;107.43;766.57
1;Abruzzo;2018;5.27;126.98;668.68
1;Abruzzo;2018;6.58;125.78;827.67
1;Abruzzo;2018;6.09;56.69;345.15
1;Abruzzo;2018;6.64;126.54;839.62
1;Abruzzo;2018;7.05;195.75;1379.6
1;Abruzzo;2018;5.79;166.5;963.24
1;Abruzzo;2018;6.18;153.43;947.71
1;Abruzzo;2018;5.59;102.76;574.89
1;Abruzzo;2018;4.86;81.33;395.3
1;Abruzzo;2018;4.95;108.5;537.49
1;Abruzzo;2018;5.75;74.58;428.59
1;Abruzzo;2018;5.29;191.5;1013.4
1;Abruzzo;2018;5.67;72.37;410.24
1;Abruzzo;2018;6.38;90.39;576.97
1;Abruzzo;2018;6.55;80.93;529.99
1;Abruzzo;2018;6.01;182.06;1093.59
1;Abruzzo;2018;6.7;76.9;515.09
1;Abruzzo;2018;4.68;89.48;418.97
1;Abruzzo;2018;7.03;52.42;368.57
1;Abruzzo;2018;5.96;188.91;1125.74
1;Abruzzo;2018;6.15;93.39;574.47
1;Abruzzo;2018;6.08;59.73;363.17
1;Abruzzo;2018;6.35;85.05;540.09
1;Abruzzo;2018;5.66;161.17;912.04
1;Abruzzo;2018;6.61;86.16;569.41
1;Abruzzo;2018;6.35;102.07;647.89
1;Abruzzo;2018;6.76;166.63;1126.18
1;Abruzzo;2018;6.64;109.21;725.32
1;Abruzzo;2018;5.39;187.41;1010.0
1;Abruzzo;2018;5.34;102.3;546.64
1;Abruzzo;2018;6.94;99.31;689.3
1;Abruzzo;2018;6.5;75.32;489.66
1;Abruzzo;2018;5.99;165.56;991.49
1;Abruzzo;2018;5.98;79.55;475.84
1;Abruzzo;2018;6.11;161.21;985.68
1;Abruzzo;2018;4.68;151.27;707.69
1;Abruzzo;2018;5.95;128.56;765.22
1;Abruzzo;2018;5.84;86.58;505.75
1;Abruzzo;2018;6.82;103.99;709.17
1;Abruzzo;2018;5.96;173.58;1035.4
1;Abruzzo;2018;5.95;177.79;1057.88
1;Abruzzo;2018;6.26;78.75;493.06
1;Abruzzo;2018;6.99;144.53;1010.98
1;Abruzzo;2018;6.87;194.7;1338.2
1;Abruzzo;2018;5.96;196.5;1171.78
1;Abruzzo;2018;6.29;98.94;622.67
1;Abruzzo;2018;6.38;62.55;399.29
1;Abruzzo;2018;6.3;150.7;949.37
1;Abruzzo;2018;6.95;182.21;1265.91
1;Abruzzo;2018;6.39;65.07;415.76
1;Abruzzo;2018;6.18;60.25;372.6
1;Abruzzo;2018;7.03;102.42;719.84
1;Abruzzo;2018;7.06;168.48;1190.06
1;Abruzzo;2018;6.64;95.07;631.66
1;Abruzzo;2018;6.38;183.72;1172.45
1;Abruzzo;2018;5.28;112.77;595.04
1;Abruzzo;2018;4.74;98.45;466.18
1;Abruzzo;2018;6.31;127.59;805.45
1;Abruzzo;2018;6.42;135.43;869.25
1;Abruzzo;2018;7.11;82.8;588.79
1;Abruzzo;2018;4.56;97.93;446.27
1;Abruzzo;2018;7.09;50.84;360.19
1;Abruzzo;2018;5.84;73.16;427.24
1;Abruzzo;2018;5.23;76.56;400.06
1;Abruzzo;2018;5.43;85.78;465.35
1;Abruzzo;2018;6.81;98.16;668.8
1;Abruzzo;2018;6.72;75.25;505.4
1;Abruzzo;2018;5.13;53.27;273.44
1;Abruzzo;2018;6.39;69.46;444.0
1;Abruzzo;2018;5.74;140.86;808.71
1;Abruzzo;2018;6.08;166.76;1014.31
1;Abruzzo;2018;6.4;140.51;898.99
1;Abruzzo;2018;6.27;195.16;1223.78
1;Abruzzo;2018;6.17;124.96;771.3
1;Abruzzo;2018;6.34;174.24;1104.77
1;Abruzzo;2018;6.79;61.69;418.85
1;Abruzzo;2018;5.53;144.84;800.42
1;Abruzzo;2018;5.05;98.02;495.37
1;Abruzzo;2018;5.82;69.81;406.13
1;Abruzzo;2018;6.93;145.5;1008.09
1;Abruzzo;2018;5.45;138.84;756.61
1;Abruzzo;2018;6.82;87.3;594.94
1;Abruzzo;2018;6.08;168.39;1024.5
1;Abruzzo;2018;6.92;107.95;747.12
1;Abruzzo;2018;6.75;143.25;967.3
1;Abruzzo;2018;5.59;164.44;919.32
1;Abruzzo;2018;5.72;134.25;768.1
1;Abruzzo;2018;6.0;149.1;894.12
1;Abruzzo;2018;5.37;166.01;891.7
1;Abruzzo;2018;4.85;123.71;600.43
1;Abruzzo;2018;6.09;60.47;368.51
1;Abruzzo;2018;5.06;62.57;316.43
1;Abruzzo;2018;6.21;72.87;452.33
1;Abruzzo;2018;5.73;182.81;1046.62
1;Abruzzo;2018;6.5;74.45;483.93
1;Abruzzo;2018;6.63;157.34;1042.39
1;Abruzzo;2018;7.86;59.85;470.47
1;Abruzzo;2018;5.46;136.79;746.45
1;Abruzzo;2018;5.94;77.21;459.01
1;Abruzzo;2018;5.94;103.39;614.09
1;Abruzzo;2018;5.28;194.54;1027.39
1;Abruzzo;2018;5.39;85.99;463.32
1;Abruzzo;2018;6.02;159.09;957.51
1;Abruzzo;2018;6.84;195.15;1334.7
1;Abruzzo;2018;5.25;91.65;481.01
1;Abruzzo;2018;7.6;179.01;1360.92
1;Abruzzo;2018;6.24;163.63;1020.34
1;Abruzzo;2018;5.57;71.82;399.88
1;Abruzzo;2018;6.76;136.38;921.66
1;Abruzzo;2018;6.18;126.86;784.39
1;Abruzzo;2018;5.05;194.31;981.54
1;Abruzzo;2018;6.68;184.21;1230.36
1;Abruzzo;2018;6.34;66.52;421.76
1;Abruzzo;2018;5.23;142.42;745.48
1;Abruzzo;2018;6.95;91.86;638.73
1;Abruzzo;2018;5.59;85.59;478.75
1;Abruzzo;2018;6.57;85.94;564.18
1;Abruzzo;2018;7.34;106.14;778.97
1;Abruzzo;2018;5.84;139.56;815.58
1;Abruzzo;2018;6.44;127.87;823.1
1;Abruzzo;2018;5.74;184.4;1057.67
1;Abruzzo;2018;6.33;62.1;393.26
1;Abruzzo;2018;6.0;126.77;760.98
1;Abruzzo;2018;6.08;98.42;598.33
1;Abruzzo;2018;6.41;173.39;1111.96
1;Abruzzo;2018;6.11;96.35;588.6
1;Abruzzo;2018;5.5;138.59;762.16
1;Abruzzo;2018;6.63;153.67;1018.3
1;Abruzzo;2018;5.62;107.45;604.15
