Regione_ID;Regione;Anno;Prezzo_mq;Superficie_mq;Prezzo_finale
1;Abruzzo;2017;1537.78;83.73;128752.34
1;Abruzzo;2017;1605.24;168.33;270208.28
1;Abruzzo;2017;1450.93;188.56;273583.86
1;Abruzzo;2017;1521.92;125.04;190302.35
1;Abruzzo;2017;1448.54;102.05;147820.56
1;Abruzzo;2017;1272.92;90.15;114752.31
1;Abruzzo;2017;1617.41;85.6;138451.62
1;Abruzzo;2017;1521.3;126.49;192430.48
1;Abruzzo;2017;1344.05;113.51;152569.04
1;Abruzzo;2017;1327.16;121.16;160802.27
1;Abruzzo;2017;1232.3;108.44;133626.25
1;Abruzzo;2017;1268.05;149.27;189285.66
1;Abruzzo;2017;1427.46;66.41;94792.0
1;Abruzzo;2017;1355.56;177.52;240641.98
1;Abruzzo;2017;1606.2;182.85;293694.1
1;Abruzzo;2017;1439.69;67.9;97748.8
1;Abruzzo;2017;1586.3;182.18;288989.31
1;Abruzzo;2017;1698.54;70.63;119971.36
1;Abruzzo;2017;1462.09;135.24;197739.9
1;Abruzzo;2017;1386.92;62.76;87036.42
1;Abruzzo;2017;1621.32;180.98;293423.07
1;Abruzzo;2017;1553.85;81.94;127324.34
1;Abruzzo;2017;1645.13;142.47;234377.61
1;Abruzzo;2017;1266.83;104.47;132348.0
1;Abruzzo;2017;1489.93;67.82;101043.71
1;Abruzzo;2017;1372.76;52.87;72584.02
1;Abruzzo;2017;1389.16;194.26;269861.53
1;Abruzzo;2017;1427.63;94.09;134320.83
1;Abruzzo;2017;1504.64;133.59;201012.07
1;Abruzzo;2017;1224.05;91.15;111573.49
1;Abruzzo;2017;1673.42;177.0;296193.96
1;Abruzzo;2017;1326.37;90.45;119976.79
1;Abruzzo;2017;1313.61;70.88;93109.33
1;Abruzzo;2017;1275.71;185.7;236892.82
1;Abruzzo;2017;1300.9;88.61;115275.96
1;Abruzzo;2017;1328.15;72.67;96519.97
1;Abruzzo;2017;1420.5;153.38;217875.89
1;Abruzzo;2017;1669.63;90.29;150752.44
1;Abruzzo;2017;1507.7;153.46;231372.68
1;Abruzzo;2017;1360.81;51.31;69822.11
1;Abruzzo;2017;1283.52;55.85;71678.36
1;Abruzzo;2017;1707.27;193.98;331184.4
1;Abruzzo;2017;1646.24;83.88;138082.85
1;Abruzzo;2017;1607.7;155.34;249738.56
1;Abruzzo;2017;1466.16;78.82;115558.04
1;Abruzzo;2017;1442.29;182.0;262497.03
1;Abruzzo;2017;1355.58;83.25;112854.84
1;Abruzzo;2017;1145.19;165.29;189290.19
1;Abruzzo;2017;1418.68;167.06;237000.24
1;Abruzzo;2017;1294.45;180.83;234075.68
1;Abruzzo;2017;1468.61;160.38;235531.66
1;Abruzzo;2017;1611.56;180.08;290203.36
1;Abruzzo;2017;1596.35;181.01;288948.6
1;Abruzzo;2017;1302.9;189.9;247422.04
1;Abruzzo;2017;1533.29;178.8;274145.22
1;Abruzzo;2017;1613.84;164.71;265817.22
1;Abruzzo;2017;1403.1;172.52;242067.1
1;Abruzzo;2017;1732.22;122.09;211487.59
1;Abruzzo;2017;1389.9;154.67;214977.95
1;Abruzzo;2017;1397.73;181.22;253294.81
1;Abruzzo;2017;1451.49;71.19;103331.24
1;Abruzzo;2017;1396.47;93.06;129950.28
1;Abruzzo;2017;1571.98;82.95;130395.39
1;Abruzzo;2017;1486.35;66.45;98764.52
1;Abruzzo;2017;1529.16;99.88;152740.01
1;Abruzzo;2017;1398.5;170.91;239017.87
1;Abruzzo;2017;1498.64;117.79;176529.91
1;Abruzzo;2017;1690.16;175.78;297094.72
1;Abruzzo;2017;1500.76;74.45;111738.57
1;Abruzzo;2017;1360.26;123.81;168420.02
1;Abruzzo;2017;1595.07;164.97;263140.37
1;Abruzzo;2017;1363.1;81.42;110987.17
1;Abruzzo;2017;1508.39;166.69;251437.82
1;Abruzzo;2017;1753.87;157.38;276023.52
1;Abruzzo;2017;1346.76;155.66;209632.71
1;Abruzzo;2017;1413.26;194.16;274404.76
1;Abruzzo;2017;1344.74;54.47;73242.91
1;Abruzzo;2017;1458.42;60.76;88614.49
1;Abruzzo;2017;1524.27;76.96;117310.61
1;Abruzzo;2017;1547.89;67.79;104928.36
1;Abruzzo;2017;1483.12;57.48;85243.86
1;Abruzzo;2017;1325.62;110.62;146636.74
1;Abruzzo;2017;1588.59;70.81;112486.23
1;Abruzzo;2017;1543.67;156.0;240820.5
1;Abruzzo;2017;1245.02;101.0;125741.93
1;Abruzzo;2017;1359.38;156.53;212780.35
1;Abruzzo;2017;1496.05;119.95;179449.44
1;Abruzzo;2017;1302.88;60.57;78915.7
1;Abruzzo;2017;1844.53;76.34;140816.88
1;Abruzzo;2017;1491.92;115.53;172363.71
1;Abruzzo;2017;1465.17;135.57;198627.08
1;Abruzzo;2017;1507.72;56.6;85330.17
1;Abruzzo;2017;1471.33;109.28;160793.4
1;Abruzzo;2017;1609.46;186.71;300499.76
1;Abruzzo;2017;1551.42;64.53;100106.47
1;Abruzzo;2017;1320.85;154.57;204169.72
1;Abruzzo;2017;1529.56;90.59;138555.56
1;Abruzzo;2017;1619.61;195.81;317131.87
1;Abruzzo;2017;1553.41;58.17;90362.63
1;Abruzzo;2017;1298.05;55.5;72035.1
1;Abruzzo;2017;1488.49;125.18;186324.66
1;Abruzzo;2017;1497.58;189.77;284192.09
1;Abruzzo;2017;1566.47;57.61;90240.97
1;Abruzzo;2017;1550.21;89.48;138716.07
1;Abruzzo;2017;1395.77;179.59;250668.11
1;Abruzzo;2017;1338.38;190.37;254794.38
1;Abruzzo;2017;1428.36;155.21;221691.55
1;Abruzzo;2017;1559.25;94.06;146669.67
1;Abruzzo;2017;1132.38;66.05;74797.36
1;Abruzzo;2017;1500.2;181.9;272879.4
1;Abruzzo;2017;1306.22;162.32;212024.43
1;Abruzzo;2017;1901.32;92.28;175452.51
1;Abruzzo;2017;1513.6;151.31;229025.01
1;Abruzzo;2017;1436.47;154.67;222181.18
1;Abruzzo;2017;1780.08;107.96;192180.84
1;Abruzzo;2017;1402.25;179.68;251953.88
1;Abruzzo;2017;1405.92;156.85;220516.96
1;Abruzzo;2017;1581.76;199.68;315851.89
1;Abruzzo;2017;1676.81;55.66;93336.61
1;Abruzzo;2017;1446.19;85.81;124098.1
1;Abruzzo;2017;1347.09;144.03;194021.97
1;Abruzzo;2017;1275.45;156.27;199310.4
1;Abruzzo;2017;1235.73;89.92;111115.92
1;Abruzzo;2017;1504.59;79.45;119541.49
1;Abruzzo;2017;1384.68;162.36;224810.32
1;Abruzzo;2017;1636.6;73.41;120142.04
1;Abruzzo;2017;1554.71;85.81;133410.52
1;Abruzzo;2017;1663.34;191.37;318322.44
1;Abruzzo;2017;1517.67;139.76;212103.88
1;Abruzzo;2017;1410.05;119.92;169090.47
1;Abruzzo;2017;1755.42;131.82;231395.89
1;Abruzzo;2017;1324.67;54.03;71569.97
1;Abruzzo;2017;1603.61;198.68;318611.19
1;Abruzzo;2017;1381.95;83.7;115664.95
1;Abruzzo;2017;1472.81;131.5;193672.84
1;Abruzzo;2017;1223.52;98.84;120931.57
1;Abruzzo;2017;1893.49;86.74;164242.99
1;Abruzzo;2017;1555.22;138.48;215371.26
1;Abruzzo;2017;1515.2;60.61;91833.25
1;Abruzzo;2017;1634.93;156.45;255777.32
1;Abruzzo;2017;1521.75;168.06;255750.32
1;Abruzzo;2017;1653.86;135.53;224150.71
1;Abruzzo;2017;1465.24;117.89;172742.85
1;Abruzzo;2017;1192.16;176.4;210298.43
1;Abruzzo;2017;1432.77;129.46;185480.34
1;Abruzzo;2017;1675.07;51.62;86474.9
1;Abruzzo;2017;1450.91;148.27;215132.18
1;Abruzzo;2017;1340.37;192.72;258322.31
1;Abruzzo;2017;1437.45;131.73;189354.14
1;Abruzzo;2017;1616.47;58.6;94726.51
1;Abruzzo;2017;1582.75;136.6;216200.83
1;Abruzzo;2017;1328.53;101.29;134565.87
1;Abruzzo;2017;1551.21;192.89;299208.38
1;Abruzzo;2017;1435.15;178.12;255625.69
1;Abruzzo;2017;2005.17;106.65;213857.98
1;Abruzzo;2017;1477.09;83.03;122640.61
1;Abruzzo;2017;1638.39;155.67;255044.3
1;Abruzzo;2017;1348.46;182.46;246043.95
1;Abruzzo;2017;1641.01;67.5;110767.87
1;Abruzzo;2017;1551.77;127.31;197549.58
1;Abruzzo;2017;1429.03;85.06;121551.03
1;Abruzzo;2017;1638.64;161.22;264182.12
1;Abruzzo;2017;1725.15;109.43;188782.65
1;Abruzzo;2017;1571.79;145.93;229365.69
1;Abruzzo;2017;1451.49;153.56;222894.63
1;Abruzzo;2017;1286.24;189.99;244367.79
1;Abruzzo;2017;1528.01;88.43;135127.38
1;Abruzzo;2017;1580.79;107.81;170424.05
1;Abruzzo;2017;1734.58;69.97;121367.93
1;Abruzzo;2017;1466.87;124.52;182661.69
1;Abruzzo;2017;1581.69;183.32;289955.21
1;Abruzzo;2017;1428.24;60.55;86484.3
1;Abruzzo;2017;1427.35;107.06;152818.7
1;Abruzzo;2017;1394.95;119.32;166443.49
1;Abruzzo;2017;1572.83;199.86;314348.52
1;Abruzzo;2017;1662.52;186.33;309770.75
1;Abruzzo;2017;1467.79;65.02;95430.92
1;Abruzzo;2017;1458.04;53.57;78109.76
1;Abruzzo;2017;1448.95;153.2;221973.49
1;Abruzzo;2017;1503.09;108.37;162891.81
1;Abruzzo;2017;1267.6;88.91;112703.63
1;Abruzzo;2017;1420.15;50.24;71343.74
1;Abruzzo;2017;1453.87;119.45;173670.39
1;Abruzzo;2017;1406.55;172.51;242642.05
1;Abruzzo;2017;1663.51;104.93;174558.9
1;Abruzzo;2017;1710.88;122.97;210393.63
1;Abruzzo;2017;1531.86;67.68;103673.25
1;Abruzzo;2017;1400.28;72.96;102170.8
1;Abruzzo;2017;1635.24;152.84;249931.11
1;Abruzzo;2017;1456.45;64.12;93393.92
1;Abruzzo;2017;1195.22;120.19;143650.09
1;Abruzzo;2017;1584.61;139.86;221619.13
1;Abruzzo;2017;1611.6;138.9;223847.32
1;Abruzzo;2017;1527.65;158.17;241635.73
1;Abruzzo;2017;1443.55;195.65;282429.63
1;Abruzzo;2017;1497.94;147.56;221033.19
1;Abruzzo;2017;1592.4;115.03;183179.03
1;Abruzzo;2017;1590.62;160.99;256078.04
1;Abruzzo;2017;1509.47;91.35;137894.11
1;Abruzzo;2017;1607.12;141.51;227425.66
1;Abruzzo;2017;1583.62;99.26;157196.6
1;Abruzzo;2017;1522.43;127.84;194630.89
1;Abruzzo;2017;1439.16;197.71;284540.97
1;Abruzzo;2017;1646.63;93.52;153996.44
1;Abruzzo;2017;1691.15;163.62;276706.98
1;Abruzzo;2017;1351.31;175.77;237522.9
1;Abruzzo;2017;1414.43;101.57;143656.97
1;Abruzzo;2017;1267.07;87.06;110310.73
1;Abruzzo;2017;1380.13;133.49;184229.61
1;Abruzzo;2017;1179.6;168.17;198369.13
1;Abruzzo;2017;1267.09;110.32;139780.32
1;Abruzzo;2017;1444.79;154.6;223365.46
1;Abruzzo;2017;1316.13;114.94;151282.67
1;Abruzzo;2017;1600.17;84.48;135189.9
1;Abruzzo;2017;1692.35;142.01;240323.79
1;Abruzzo;2017;1777.01;135.3;240430.02
1;Abruzzo;2017;1405.53;195.88;275310.75
1;Abruzzo;2017;1256.53;144.21;181203.9
1;Abruzzo;2017;1468.63;50.32;73894.22
1;Abruzzo;2017;1276.7;192.21;245396.92
1;Abruzzo;2017;1424.92;156.32;222741.93
1;Abruzzo;2017;1241.44;64.27;79783.14
1;Abruzzo;2017;1259.13;167.72;211179.97
1;Abruzzo;2017;1473.84;85.23;125608.48
1;Abruzzo;2017;1799.05;92.44;166303.09
1;Abruzzo;2017;1630.62;73.14;119269.69
1;Abruzzo;2017;1339.29;99.12;132749.37
1;Abruzzo;2017;1325.84;171.49;227373.91
1;Abruzzo;2017;1390.08;111.06;154376.88
1;Abruzzo;2017;1551.5;53.18;82503.88
1;Abruzzo;2017;1643.02;141.0;231663.95
1;Abruzzo;2017;1356.1;131.92;178900.66
1;Abruzzo;2017;1575.87;103.71;163440.43
1;Abruzzo;2017;1642.85;136.67;224529.68
1;Abruzzo;2017;1307.85;163.0;213183.81
1;Abruzzo;2017;1237.72;194.41;240628.5
1;Abruzzo;2017;1287.85;161.71;208254.61
1;Abruzzo;2017;1592.41;169.46;269856.83
1;Abruzzo;2017;1602.67;189.59;303847.77
1;Abruzzo;2017;1596.25;91.9;146687.84
1;Abruzzo;2017;1309.86;61.08;80009.38
1;Abruzzo;2017;1780.47;167.8;298768.36
1;Abruzzo;2017;1447.28;109.26;158127.1
1;Abruzzo;2017;1590.55;127.88;203403.81
1;Abruzzo;2017;1552.63;176.23;273624.22
1;Abruzzo;2017;1376.17;101.56;139758.46
1;Abruzzo;2017;1589.1;52.42;83303.9
1;Abruzzo;2017;1727.48;58.17;100484.43
1;Abruzzo;2017;1586.36;180.32;286045.58
1;Abruzzo;2017;1546.01;168.69;260795.67
1;Abruzzo;2017;1094.86;197.92;216699.37
1;Abruzzo;2017;1475.69;168.2;248203.69
1;Abruzzo;2017;1461.73;86.96;127118.77
1;Abruzzo;2017;1894.02;73.0;138272.48
1;Abruzzo;2017;1557.12;128.24;199683.6
1;Abruzzo;2017;1483.28;97.65;144849.58
1;Abruzzo;2017;1695.86;186.08;315567.43
1;Abruzzo;2017;1486.98;87.34;129877.42
1;Abruzzo;2018;1288.7;146.75;189115.89
1;Abruzzo;2018;1480.83;88.71;131358.41
1;Abruzzo;2018;1539.99;70.95;109266.6
1;Abruzzo;2018;1285.7;51.05;65637.03
1;Abruzzo;2018;1454.2;102.17;148577.12
1;Abruzzo;2018;1072.14;152.26;163240.5
1;Abruzzo;2018;1410.4;88.89;125369.95
1;Abruzzo;2018;1284.77;143.51;184373.87
1;Abruzzo;2018;1325.18;195.15;258602.64
1;Abruzzo;2018;1314.71;124.39;163539.77
1;Abruzzo;2018;1149.91;68.98;79318.8
1;Abruzzo;2018;1418.01;187.05;265239.54
1;Abruzzo;2018;1337.75;85.63;114556.74
1;Abruzzo;2018;1054.63;132.3;139528.93
1;Abruzzo;2018;1238.11;81.49;100898.25
1;Abruzzo;2018;1416.69;75.62;107129.97
1;Abruzzo;2018;1228.26;153.81;188917.43
1;Abruzzo;2018;1600.5;51.02;81664.02
1;Abruzzo;2018;1553.72;189.92;295081.46
1;Abruzzo;2018;1747.5;105.53;184414.16
1;Abruzzo;2018;1118.92;91.55;102436.09
1;Abruzzo;2018;1386.48;125.88;174533.3
1;Abruzzo;2018;1493.66;76.02;113553.38
1;Abruzzo;2018;1707.66;89.26;152421.26
1;Abruzzo;2018;1569.25;62.65;98321.18
1;Abruzzo;2018;1620.77;191.37;310164.09
1;Abruzzo;2018;1526.16;146.35;223346.61
1;Abruzzo;2018;1209.29;176.84;213850.99
1;Abruzzo;2018;1299.73;183.42;238395.62
1;Abruzzo;2018;1474.58;65.33;96334.07
1;Abruzzo;2018;1421.44;106.22;150989.21
1;Abruzzo;2018;1573.27;144.75;227729.12
1;Abruzzo;2018;1423.0;179.96;256088.29
1;Abruzzo;2018;1448.89;154.95;224506.26
1;Abruzzo;2018;1446.04;50.78;73431.2
1;Abruzzo;2018;1392.02;125.75;175046.07
1;Abruzzo;2018;1230.74;175.23;215660.83
1;Abruzzo;2018;1264.83;70.85;89614.96
1;Abruzzo;2018;1370.39;106.12;145422.01
1;Abruzzo;2018;1391.42;94.16;131012.81
1;Abruzzo;2018;1355.25;158.02;214154.1
1;Abruzzo;2018;1371.5;172.27;236267.53
1;Abruzzo;2018;1287.38;81.27;104629.3
1;Abruzzo;2018;1227.98;73.13;89807.94
1;Abruzzo;2018;1524.37;95.7;145875.19
1;Abruzzo;2018;1420.78;88.28;125424.6
1;Abruzzo;2018;1411.82;181.59;256369.21
1;Abruzzo;2018;1384.03;63.74;88222.75
1;Abruzzo;2018;1418.09;91.49;129739.86
1;Abruzzo;2018;1202.33;133.59;160617.31
1;Abruzzo;2018;1201.42;171.47;206002.03
1;Abruzzo;2018;1588.53;186.31;295952.87
1;Abruzzo;2018;1691.75;187.7;317537.47
1;Abruzzo;2018;1413.47;187.95;265665.76
1;Abruzzo;2018;1118.38;188.97;211339.93
1;Abruzzo;2018;1551.08;94.98;147315.35
1;Abruzzo;2018;1277.58;169.94;217111.48
1;Abruzzo;2018;1501.01;161.14;241866.33
1;Abruzzo;2018;1308.0;151.51;198179.43
1;Abruzzo;2018;1677.89;76.01;127541.17
1;Abruzzo;2018;1263.2;166.15;209874.67
1;Abruzzo;2018;1453.93;179.78;261383.3
1;Abruzzo;2018;1482.58;138.81;205792.43
1;Abruzzo;2018;1257.52;190.25;239248.18
1;Abruzzo;2018;1330.13;160.13;212998.87
1;Abruzzo;2018;1290.02;117.19;151178.12
1;Abruzzo;2018;1375.16;152.19;209285.52
1;Abruzzo;2018;1461.41;107.73;157437.5
1;Abruzzo;2018;1379.28;125.65;173301.0
1;Abruzzo;2018;1430.06;173.29;247818.49
1;Abruzzo;2018;1642.73;120.81;198465.24
1;Abruzzo;2018;1499.29;84.47;126642.99
1;Abruzzo;2018;1375.76;108.01;148601.9
1;Abruzzo;2018;1564.64;110.99;173656.75
1;Abruzzo;2018;1656.56;57.61;95440.37
1;Abruzzo;2018;1602.38;71.78;115021.15
1;Abruzzo;2018;1598.94;193.53;309445.68
1;Abruzzo;2018;1795.09;120.39;216112.38
1;Abruzzo;2018;1159.15;160.44;185975.51
1;Abruzzo;2018;1781.29;195.27;347840.23
1;Abruzzo;2018;1466.81;151.73;222553.34
1;Abruzzo;2018;1580.55;104.61;165335.72
1;Abruzzo;2018;1343.53;72.68;97652.71
1;Abruzzo;2018;1320.56;151.85;200530.39
1;Abruzzo;2018;1284.54;57.13;73385.67
1;Abruzzo;2018;1295.93;64.33;83361.22
1;Abruzzo;2018;1231.86;154.71;190584.7
1;Abruzzo;2018;1411.85;121.19;171098.43
1;Abruzzo;2018;1607.99;71.59;115123.63
1;Abruzzo;2018;1228.32;123.5;151698.46
1;Abruzzo;2018;1543.22;167.67;258748.57
1;Abruzzo;2018;1417.14;181.56;257300.04
1;Abruzzo;2018;1553.87;129.74;201596.69
1;Abruzzo;2018;1508.55;133.57;201502.14
1;Abruzzo;2018;1458.95;55.73;81310.78
1;Abruzzo;2018;1426.64;173.86;248041.86
1;Abruzzo;2018;1437.34;192.23;276296.66
1;Abruzzo;2018;1370.98;172.01;235822.3
1;Abruzzo;2018;1381.5;122.18;168793.38
1;Abruzzo;2018;1178.69;65.84;77605.7
1;Abruzzo;2018;1803.67;83.4;150418.35
1;Abruzzo;2018;1725.61;103.59;178756.34
1;Abruzzo;2018;1395.2;67.79;94580.22
1;Abruzzo;2018;1637.06;111.73;182904.24
1;Abruzzo;2018;1440.24;56.09;80779.62
1;Abruzzo;2018;1448.17;118.65;171826.09
1;Abruzzo;2018;1486.02;90.0;133741.86
1;Abruzzo;2018;1555.33;151.9;236261.38
1;Abruzzo;2018;1399.26;51.95;72688.18
1;Abruzzo;2018;1468.02;91.26;133973.37
1;Abruzzo;2018;1412.27;99.31;140249.54
1;Abruzzo;2018;1244.64;67.35;83830.39
1;Abruzzo;2018;1444.89;109.22;157810.77
1;Abruzzo;2018;1306.74;180.63;236041.68
1;Abruzzo;2018;1286.11;179.55;230914.99
1;Abruzzo;2018;1673.9;145.44;243458.07
1;Abruzzo;2018;1299.05;117.22;152280.08
1;Abruzzo;2018;1397.71;62.53;87402.1
1;Abruzzo;2018;1275.68;121.16;154562.76
1;Abruzzo;2018;1449.01;92.19;133587.06
1;Abruzzo;2018;1619.07;87.52;141693.73
1;Abruzzo;2018;1469.02;117.53;172649.81
1;Abruzzo;2018;1168.99;60.83;71110.62
1;Abruzzo;2018;1204.25;134.94;162506.93
1;Abruzzo;2018;1548.79;196.79;304793.46
1;Abruzzo;2018;1408.11;120.81;170116.89
1;Abruzzo;2018;1353.57;102.53;138780.53
1;Abruzzo;2018;1556.02;161.2;250827.02
1;Abruzzo;2018;1243.08;72.96;90698.03
1;Abruzzo;2018;1361.34;163.75;222913.53
1;Abruzzo;2018;1437.82;133.41;191817.7
1;Abruzzo;2018;1377.86;107.33;147879.9
1;Abruzzo;2018;1463.08;147.24;215420.71
1;Abruzzo;2018;1414.09;159.74;225882.21
1;Abruzzo;2018;1560.87;115.25;179892.06
1;Abruzzo;2018;1634.78;152.75;249705.97
1;Abruzzo;2018;1481.98;93.93;139201.57
1;Abruzzo;2018;1325.45;143.18;189776.13
1;Abruzzo;2018;1604.29;95.39;153025.67
1;Abruzzo;2018;1490.15;180.65;269187.59
1;Abruzzo;2018;1446.8;124.3;179835.35
1;Abruzzo;2018;1370.76;149.21;204535.35
1;Abruzzo;2018;1305.09;162.07;211510.86
1;Abruzzo;2018;1666.01;196.61;327548.14
1;Abruzzo;2018;1202.85;101.56;122159.29
1;Abruzzo;2018;1244.77;52.48;65328.34
1;Abruzzo;2018;1428.32;174.03;248566.58
1;Abruzzo;2018;1329.74;92.94;123588.29
1;Abruzzo;2018;1474.42;98.03;144537.48
1;Abruzzo;2018;1587.16;142.82;226682.19
1;Abruzzo;2018;1716.76;111.74;191822.66
1;Abruzzo;2018;1526.87;161.46;246524.12
1;Abruzzo;2018;1596.94;179.9;287290.64
1;Abruzzo;2018;1572.43;58.07;91308.44
1;Abruzzo;2018;1554.22;183.68;285486.29
1;Abruzzo;2018;1512.05;155.42;235001.92
1;Abruzzo;2018;1527.77;139.35;212887.4
1;Abruzzo;2018;1428.14;74.04;105742.44
1;Abruzzo;2018;1370.75;131.95;180869.57
1;Abruzzo;2018;1441.86;51.52;74285.2
1;Abruzzo;2018;1142.6;196.24;224224.23
1;Abruzzo;2018;1307.69;89.77;117387.24
1;Abruzzo;2018;1483.39;77.56;115047.1
1;Abruzzo;2018;1355.04;113.96;154420.82
1;Abruzzo;2018;1576.87;78.08;123116.4
1;Abruzzo;2018;1394.31;59.16;82486.93
1;Abruzzo;2018;1414.93;73.68;104252.36
1;Abruzzo;2018;1450.18;156.9;227528.2
1;Abruzzo;2018;1455.5;190.5;277276.05
1;Abruzzo;2018;1572.2;168.5;264912.24
1;Abruzzo;2018;1182.91;135.33;160083.7
1;Abruzzo;2018;1387.94;190.04;263760.57
1;Abruzzo;2018;1531.47;154.05;235930.01
1;Abruzzo;2018;1522.37;133.06;202573.58
1;Abruzzo;2018;1691.63;137.71;232956.75
1;Abruzzo;2018;1287.21;101.38;130494.56
1;Abruzzo;2018;1601.23;65.77;105305.03
1;Abruzzo;2018;1362.0;56.17;76508.51
1;Abruzzo;2018;1625.25;134.86;219178.34
1;Abruzzo;2018;1315.65;155.04;203979.1
1;Abruzzo;2018;1530.89;79.62;121892.48
1;Abruzzo;2018;1506.22;162.02;244035.0
1;Abruzzo;2018;1503.09;157.62;236922.89
1;Abruzzo;2018;1383.01;188.56;260778.8
1;Abruzzo;2018;1372.59;193.44;265511.31
1;Abruzzo;2018;1308.39;121.92;159517.72
1;Abruzzo;2018;1376.9;158.64;218426.5
1;Abruzzo;2018;1445.66;184.84;267213.45
1;Abruzzo;2018;1873.16;96.27;180330.95
1;Abruzzo;2018;1215.73;74.64;90746.37
1;Abruzzo;2018;1379.31;119.07;164239.98
1;Abruzzo;2018;1447.72;110.09;159384.47
1;Abruzzo;2018;1576.39;157.61;248452.59
1;Abruzzo;2018;1448.57;91.5;132542.19
1;Abruzzo;2018;1632.7;180.86;295296.79
1;Abruzzo;2018;1523.5;193.69;295087.9
1;Abruzzo;2018;1491.74;69.23;103272.46
1;Abruzzo;2018;1333.66;81.52;108720.21
1;Abruzzo;2018;1701.97;51.85;88242.12
1;Abruzzo;2018;1399.02;157.16;219871.33
1;Abruzzo;2018;1721.08;177.36;305258.02
1;Abruzzo;2018;1472.24;170.38;250836.66
1;Abruzzo;2018;1305.07;197.13;257266.78
1;Abruzzo;2018;1412.05;95.45;134776.13
1;Abruzzo;2018;1534.83;178.43;273867.05
1;Abruzzo;2018;1224.22;150.57;184330.73
1;Abruzzo;2018;1152.07;198.19;228330.52
1;Abruzzo;2018;1418.06;138.66;196632.77
1;Abruzzo;2018;1531.95;82.53;126431.89
1;Abruzzo;2018;1424.51;52.8;75207.16
1;Abruzzo;2018;1458.8;53.32;77789.44
1;Abruzzo;2018;1373.36;157.35;216097.42
1;Abruzzo;2018;1397.28;172.55;241103.09
1;Abruzzo;2018;1441.52;88.65;127784.21
1;Abruzzo;2018;1390.46;79.23;110172.76
1;Abruzzo;2018;1425.85;167.94;239453.97
1;Abruzzo;2018;1472.6;137.54;202537.19
1;Abruzzo;2018;1440.33;176.44;254133.19
1;Abruzzo;2018;1393.95;99.39;138548.07
1;Abruzzo;2018;1366.36;98.31;134325.84
1;Abruzzo;2018;1624.25;165.42;268677.23
1;Abruzzo;2018;1432.26;69.16;99060.47
1;Abruzzo;2018;1349.43;85.75;115709.91
1;Abruzzo;2018;1740.16;67.59;117617.0
1;Abruzzo;2018;1230.95;136.02;167429.06
1;Abruzzo;2018;1297.23;152.42;197728.21
1;Abruzzo;2018;1435.05;109.6;157275.81
1;Abruzzo;2018;1383.61;68.55;94839.93
1;Abruzzo;2018;1532.4;101.74;155903.04
1;Abruzzo;2018;1611.43;60.86;98079.0
1;Abruzzo;2018;1599.44;90.98;145520.34
1;Abruzzo;2018;1653.86;79.44;131377.6
1;Abruzzo;2018;1386.33;89.39;123923.0
1;Abruzzo;2018;1372.34;113.56;155842.45
1;Abruzzo;2018;1405.66;187.86;264070.8
